word	idf	rf_importance	lr_importance
reopening	9.2698	0.0	0.0
reop	9.2698	0.0	0.0
renewable	9.2698	0.0	0.0
renaming	9.2698	0.0	0.0
renal	8.8643	0.0	0.0
removed	9.2698	0.0	0.0
removal	9.2698	0.0	0.0
remo	8.8643	0.0	0.0
remission	9.2698	0.0	0.0
remimazolam	9.2698	0.0	0.0
remediation	9.2698	0.0	0.0
remdesi	9.2698	0.0	0.0
remap	9.2698	0.0	0.0
religio	9.2698	0.0	0.0
relief	9.2698	0.0	0.0
reliable	9.2698	0.0	0.0
reliability	8.3535	0.0	0.0
repai	9.2698	0.0	0.0
repair	9.2698	0.0	0.0
repetitio	9.2698	0.0	0.0
representing	8.5766	0.0	0.0
rescript	9.2698	0.0	0.0
requirement	9.2698	0.0	0.0
requiremen	9.2698	0.0	0.0
requir	9.2698	0.0	0.0
reproduction	9.2698	0.0	0.0
reproducibili	9.2698	0.0	0.0
reproducib	9.2698	0.0	0.0
representati	9.2698	0.0	0.0
repo	8.017	0.0	0.0
representa	9.2698	0.0	0.0
repr	9.2698	0.0	0.0
repository	8.8643	0.0	0.0
reposito	9.2698	0.0	0.0
reporting	8.3535	0.0	0.0
report	8.3535	0.0	0.0
repor	8.5766	0.0	0.0
recently	9.2698	0.0	0.0
rece	9.2698	0.0	0.0
spiritu	9.2698	0.0	0.0
protoco	9.2698	0.0	0.0
psindb	9.2698	0.0	0.0
psicquic	9.2698	0.0	0.0
pseudo	9.2698	0.0	0.0
pseudar	9.2698	0.0	0.0
pscdb	9.2698	0.0	0.0
psatdb	9.2698	0.0	0.0
ps	9.2698	0.0	0.0
prur	9.2698	0.0	0.0
proximity	9.2698	0.0	0.0
proxima	9.2698	0.0	0.0
prox	9.2698	0.0	0.0
provisional	9.2698	0.0	0.0
provision	8.8643	0.0	0.0
provincial	9.2698	0.0	0.0
proven	9.2698	0.0	0.0
proton	9.2698	0.0	0.0
protocols	9.2698	0.0	0.0
psiscor	9.2698	0.0	0.0
psl	9.2698	0.0	0.0
psnpbind	9.2698	0.0	0.0
psychotrop	9.2698	0.0	0.0
publicatio	9.2698	0.0	0.0
publica	9.2698	0.0	0.0
publi	8.5766	0.0	0.0
publ	9.2698	0.0	0.0
pubertal	9.2698	0.0	0.0
ptrnadb	9.2698	0.0	0.0
ptncrnadb	9.2698	0.0	0.0
psychotro	9.2698	0.0	0.0
psy	9.2698	0.0	0.0
psychosocial	9.2698	0.0	0.0
psychometric	9.2698	0.0	0.0
psychome	9.2698	0.0	0.0
psychological	8.8643	0.0	0.0
psycholog	9.2698	0.0	0.0
psychiatric	8.5766	0.0	0.0
psych	8.8643	0.0	0.0
protocol	7.7657	0.0	0.0
protist	9.2698	0.0	0.0
pul	9.2698	0.0	0.0
proteomicsdb	9.2698	0.0	0.0
propan	9.2698	0.0	0.0
pronab	9.2698	0.0	0.0
promotive	9.2698	0.0	0.0
promotion	9.2698	0.0	0.0
promoter	9.2698	0.0	0.0
promises	9.2698	0.0	0.0
prolonged	8.8643	0.0	0.0
prolon	9.2698	0.0	0.0
proliferative	9.2698	0.0	0.0
prol	9.2698	0.0	0.0
prokaryo	9.2698	0.0	0.0
prokabioden	9.2698	0.0	0.0
prok	9.2698	0.0	0.0
project	8.017	0.0	0.0
progression	9.2698	0.0	0.0
progres	9.2698	0.0	0.0
progre	9.2698	0.0	0.0
propensity	8.8643	0.0	0.0
proper	9.2698	0.0	0.0
propert	8.8643	0.0	0.0
prosta	9.2698	0.0	0.0
proteomic	8.3535	0.0	0.0
proteoform	8.8643	0.0	0.0
proteins	9.2698	0.0	0.0
protectio	9.2698	0.0	0.0
protec	9.2698	0.0	0.0
prosthetic	9.2698	0.0	0.0
prostate	8.3535	0.0	0.0
prospects	8.8643	0.0	0.0
propertie	9.2698	0.0	0.0
prospective	8.8643	0.0	0.0
pros	9.2698	0.0	0.0
proposing	9.2698	0.0	0.0
proposed	9.2698	0.0	0.0
proposal	8.3535	0.0	0.0
propofol	9.2698	0.0	0.0
prophylact	9.2698	0.0	0.0
publisher	9.2698	0.0	0.0
pulmon	9.2698	0.0	0.0
rec	8.8643	0.0	0.0
radio	8.8643	0.0	0.0
raxml	9.2698	0.0	0.0
rationing	9.2698	0.0	0.0
rationale	9.2698	0.0	0.0
ratio	8.8643	0.0	0.0
rates	7.6603	0.0	0.0
rate	8.017	0.0	0.0
ras	9.2698	0.0	0.0
rankin	9.2698	0.0	0.0
range	9.2698	0.0	0.0
randomized	8.8643	0.0	0.0
rand	9.2698	0.0	0.0
ram	9.2698	0.0	0.0
radiother	9.2698	0.0	0.0
radiothe	9.2698	0.0	0.0
radiot	9.2698	0.0	0.0
radiologic	9.2698	0.0	0.0
radiography	9.2698	0.0	0.0
ray	9.2698	0.0	0.0
rct	9.2698	0.0	0.0
reac	8.8643	0.0	0.0
readmissio	8.5766	0.0	0.0
reassuringly	9.2698	0.0	0.0
reasons	8.8643	0.0	0.0
reappraisal	8.8643	0.0	0.0
really	9.2698	0.0	0.0
reallocation	9.2698	0.0	0.0
ready	9.2698	0.0	0.0
readmission	8.1711	0.0	0.0
readmissi	8.1711	0.0	0.0
reaching	9.2698	0.0	0.0
readm	9.2698	0.0	0.0
reading	8.5766	0.0	0.0
readine	9.2698	0.0	0.0
readin	9.2698	0.0	0.0
read	8.8643	0.0	0.0
reactions	9.2698	0.0	0.0
reactio	8.017	0.0	0.0
radioe	9.2698	0.0	0.0
radicalsam	9.2698	0.0	0.0
pulmonar	8.8643	0.0	0.0
radical	9.2698	0.0	0.0
qt	9.2698	0.0	0.0
qsdb	9.2698	0.0	0.0
qs	9.2698	0.0	0.0
qptmplants	9.2698	0.0	0.0
qptm	9.2698	0.0	0.0
qprimerdb	9.2698	0.0	0.0
qos	9.2698	0.0	0.0
qalys	8.8643	0.0	0.0
q3d	9.2698	0.0	0.0
pyrolysis	9.2698	0.0	0.0
pyr	9.2698	0.0	0.0
pyoder	9.2698	0.0	0.0
pvbase	9.2698	0.0	0.0
pustular	9.2698	0.0	0.0
purpose	9.2698	0.0	0.0
purificat	9.2698	0.0	0.0
pulse	8.8643	0.0	0.0
qua	9.2698	0.0	0.0
qual	9.2698	0.0	0.0
qualit	9.2698	0.0	0.0
quo	9.2698	0.0	0.0
radiation	8.8643	0.0	0.0
radia	8.8643	0.0	0.0
rad	9.2698	0.0	0.0
racial	7.8835	0.0	0.0
race	8.1711	0.0	0.0
ra	7.8835	0.0	0.0
quorum	9.2698	0.0	0.0
quinolones	9.2698	0.0	0.0
quam	9.2698	0.0	0.0
ques	9.2698	0.0	0.0
queries	9.2698	0.0	0.0
qubit	9.2698	0.0	0.0
quaternary	9.2698	0.0	0.0
quantifying	8.8643	0.0	0.0
quantification	8.5766	0.0	0.0
quanti	9.2698	0.0	0.0
retrie	9.2698	0.0	0.0
retrieval	9.2698	0.0	0.0
retrieving	9.2698	0.0	0.0
shared	8.5766	0.0	0.0
significant	9.2698	0.0	0.0
significance	8.5766	0.0	0.0
significa	9.2698	0.0	0.0
signature	9.2698	0.0	0.0
signalink3	9.2698	0.0	0.0
signal	9.2698	0.0	0.0
sight	9.2698	0.0	0.0
sided	9.2698	0.0	0.0
sib	9.2698	0.0	0.0
si	8.5766	0.0	0.0
shock	9.2698	0.0	0.0
shifting	8.1711	0.0	0.0
shells	9.2698	0.0	0.0
shellf	9.2698	0.0	0.0
sheddi	9.2698	0.0	0.0
shark	9.2698	0.0	0.0
sharing	8.1711	0.0	0.0
signs	9.2698	0.0	0.0
silico	8.5766	0.0	0.0
silkbase	9.2698	0.0	0.0
simulatio	9.2698	0.0	0.0
sitex	9.2698	0.0	0.0
sister	9.2698	0.0	0.0
sinus	9.2698	0.0	0.0
sinonasal	9.2698	0.0	0.0
sinai	9.2698	0.0	0.0
simultaneous	9.2698	0.0	0.0
simulation	8.5766	0.0	0.0
simulated	8.8643	0.0	0.0
silkmoths	9.2698	0.0	0.0
simula	9.2698	0.0	0.0
simu	8.8643	0.0	0.0
simplified	9.2698	0.0	0.0
similarity	9.2698	0.0	0.0
similarit	9.2698	0.0	0.0
sim	9.2698	0.0	0.0
silv	9.2698	0.0	0.0
sharin	9.2698	0.0	0.0
sflt	9.2698	0.0	0.0
sitvitbovis	9.2698	0.0	0.0
sexual	8.3535	0.0	0.0
septic	9.2698	0.0	0.0
sepsis	8.1711	0.0	0.0
sepsi	9.2698	0.0	0.0
sepn1	9.2698	0.0	0.0
separating	8.8643	0.0	0.0
sentinel	8.8643	0.0	0.0
sentiment	8.8643	0.0	0.0
senti	9.2698	0.0	0.0
sensor	9.2698	0.0	0.0
sensitivity	8.8643	0.0	0.0
sensing	9.2698	0.0	0.0
sensi	9.2698	0.0	0.0
sense	9.2698	0.0	0.0
sem	8.8643	0.0	0.0
self	7.7657	0.0	0.0
selective	8.8643	0.0	0.0
selection	8.1711	0.0	0.0
sequ	8.1711	0.0	0.0
sequenc	8.1711	0.0	0.0
sequential	8.8643	0.0	0.0
set	9.2698	0.0	0.0
severity	8.5766	0.0	0.0
severit	8.8643	0.0	0.0
severe	8.1711	0.0	0.0
sever	9.2698	0.0	0.0
seve	9.2698	0.0	0.0
sev	9.2698	0.0	0.0
setting	9.2698	0.0	0.0
session	9.2698	0.0	0.0
sertaconazol	9.2698	0.0	0.0
sesa	9.2698	0.0	0.0
service	8.3535	0.0	0.0
servic	9.2698	0.0	0.0
serverless	9.2698	0.0	0.0
serv	9.2698	0.0	0.0
serumcovid	9.2698	0.0	0.0
serum	7.6603	0.0	0.0
situ	9.2698	0.0	0.0
size	8.8643	0.0	0.0
retrosp	9.2698	0.0	0.0
sorghum	9.2698	0.0	0.0
speaking	8.5766	0.0	0.0
spe	8.8643	0.0	0.0
spatiotemporal	8.5766	0.0	0.0
spatiotempo	9.2698	0.0	0.0
spatial	8.017	0.0	0.0
spati	8.8643	0.0	0.0
sparing	9.2698	0.0	0.0
spare	9.2698	0.0	0.0
spanis	9.2698	0.0	0.0
spacing	8.8643	0.0	0.0
space	9.2698	0.0	0.0
sp	8.5766	0.0	0.0
soysnp618k	9.2698	0.0	0.0
soybean	9.2698	0.0	0.0
soybase	9.2698	0.0	0.0
south	9.2698	0.0	0.0
sourcing	9.2698	0.0	0.0
spec	9.2698	0.0	0.0
speci	9.2698	0.0	0.0
special	9.2698	0.0	0.0
spider	8.8643	0.0	0.0
spinosae	9.2698	0.0	0.0
spine	8.8643	0.0	0.0
spindle	9.2698	0.0	0.0
spinal	8.5766	0.0	0.0
spina	9.2698	0.0	0.0
spin	9.2698	0.0	0.0
spillove	9.2698	0.0	0.0
sph	9.2698	0.0	0.0
specie	9.2698	0.0	0.0
spermtree	9.2698	0.0	0.0
spelt	9.2698	0.0	0.0
speec	9.2698	0.0	0.0
spee	9.2698	0.0	0.0
spectrum	8.5766	0.0	0.0
specimen	9.2698	0.0	0.0
specifically	9.2698	0.0	0.0
sought	9.2698	0.0	0.0
sonic	9.2698	0.0	0.0
sj	9.2698	0.0	0.0
somamutdb	9.2698	0.0	0.0
snomed	9.2698	0.0	0.0
snodb	9.2698	0.0	0.0
snapshot	9.2698	0.0	0.0
smoking	8.8643	0.0	0.0
smgdb	9.2698	0.0	0.0
smear	9.2698	0.0	0.0
smartphone	9.2698	0.0	0.0
slogan	9.2698	0.0	0.0
sload	9.2698	0.0	0.0
slit	9.2698	0.0	0.0
slicing	9.2698	0.0	0.0
sleep	8.5766	0.0	0.0
skywave	9.2698	0.0	0.0
skink	9.2698	0.0	0.0
skin	8.3535	0.0	0.0
skewdb	9.2698	0.0	0.0
skelet	9.2698	0.0	0.0
snp	9.2698	0.0	0.0
snpdb	8.8643	0.0	0.0
socia	9.2698	0.0	0.0
softwa	9.2698	0.0	0.0
solutions	8.8643	0.0	0.0
soluti	8.8643	0.0	0.0
solut	9.2698	0.0	0.0
soluble	9.2698	0.0	0.0
solita	9.2698	0.0	0.0
solid	8.8643	0.0	0.0
solar	8.3535	0.0	0.0
socioeconomic	8.3535	0.0	0.0
social	7.3238	0.0	0.0
socioecon	9.2698	0.0	0.0
sociodemographic	8.5766	0.0	0.0
sociodem	9.2698	0.0	0.0
sociode	9.2698	0.0	0.0
socio	8.3535	0.0	0.0
society	8.5766	0.0	0.0
societal	8.8643	0.0	0.0
selecting	9.2698	0.0	0.0
selected	9.2698	0.0	0.0
selec	9.2698	0.0	0.0
rm	9.2698	0.0	0.0
rosie	9.2698	0.0	0.0
rose	9.2698	0.0	0.0
root	8.8643	0.0	0.0
room	8.8643	0.0	0.0
roma	9.2698	0.0	0.0
rock	9.2698	0.0	0.0
robust	8.3535	0.0	0.0
robotic	8.3535	0.0	0.0
robot	9.2698	0.0	0.0
roadmaps	9.2698	0.0	0.0
ro	8.5766	0.0	0.0
rnaphasep	9.2698	0.0	0.0
rnaloops	9.2698	0.0	0.0
rnaligands	9.2698	0.0	0.0
rnajunction	9.2698	0.0	0.0
rnadisease	9.2698	0.0	0.0
rnaapt3d	9.2698	0.0	0.0
ross	9.2698	0.0	0.0
routine	8.8643	0.0	0.0
royal	8.8643	0.0	0.0
ruptured	9.2698	0.0	0.0
safet	9.2698	0.0	0.0
safer	9.2698	0.0	0.0
safeguarding	9.2698	0.0	0.0
safe	8.5766	0.0	0.0
sabancƒ	9.2698	0.0	0.0
rxnorm	9.2698	0.0	0.0
rural	8.3535	0.0	0.0
rupture	9.2698	0.0	0.0
rppocket	9.2698	0.0	0.0
runnin	9.2698	0.0	0.0
rules	9.2698	0.0	0.0
rsdb	9.2698	0.0	0.0
rrna	9.2698	0.0	0.0
rrmonitor	9.2698	0.0	0.0
rr3dd	9.2698	0.0	0.0
rps	9.2698	0.0	0.0
rna2immune	9.2698	0.0	0.0
rizoma	9.2698	0.0	0.0
seir	9.2698	0.0	0.0
rituximab	8.3535	0.0	0.0
rez	9.2698	0.0	0.0
revolutio	9.2698	0.0	0.0
revisiting	8.8643	0.0	0.0
revisit	9.2698	0.0	0.0
revised	9.2698	0.0	0.0
revi	9.2698	0.0	0.0
reverse	8.8643	0.0	0.0
revealing	9.2698	0.0	0.0
revascularization	9.2698	0.0	0.0
rev	8.8643	0.0	0.0
reused	9.2698	0.0	0.0
reu	9.2698	0.0	0.0
returning	9.2698	0.0	0.0
return	9.2698	0.0	0.0
retrospective	7.398	0.0	0.0
retrospecting	9.2698	0.0	0.0
retrospec	9.2698	0.0	0.0
rfam	8.8643	0.0	0.0
rgd	9.2698	0.0	0.0
rheumato	9.2698	0.0	0.0
richness	9.2698	0.0	0.0
risks	8.5766	0.0	0.0
rise	7.8835	0.0	0.0
ris	8.1711	0.0	0.0
riociguat	9.2698	0.0	0.0
right	8.3535	0.0	0.0
rif	9.2698	0.0	0.0
ricoeur	9.2698	0.0	0.0
ricencexp	9.2698	0.0	0.0
rheumatoid	9.2698	0.0	0.0
riceexplorer	9.2698	0.0	0.0
ric	9.2698	0.0	0.0
ribogrove	9.2698	0.0	0.0
ri	8.1711	0.0	0.0
rhythmicdb	9.2698	0.0	0.0
rhythm	9.2698	0.0	0.0
rheumatologic	9.2698	0.0	0.0
sagittal	9.2698	0.0	0.0
sai	9.2698	0.0	0.0
sal	9.2698	0.0	0.0
saliva	9.2698	0.0	0.0
seasonal	8.3535	0.0	0.0
seascapes	9.2698	0.0	0.0
searchable	9.2698	0.0	0.0
searchabl	9.2698	0.0	0.0
search	8.1711	0.0	0.0
sear	9.2698	0.0	0.0
seamdock	9.2698	0.0	0.0
sea	8.8643	0.0	0.0
se	7.398	0.0	0.0
sdc	9.2698	0.0	0.0
sdaping	9.2698	0.0	0.0
scrub	9.2698	0.0	0.0
screening	7.1297	0.0	0.0
screeni	9.2698	0.0	0.0
screen	8.8643	0.0	0.0
scre	9.2698	0.0	0.0
scov2	9.2698	0.0	0.0
seatbe	9.2698	0.0	0.0
sec	9.2698	0.0	0.0
secon	9.2698	0.0	0.0
sedim	9.2698	0.0	0.0
segmenting	9.2698	0.0	0.0
segmental	9.2698	0.0	0.0
seer	9.2698	0.0	0.0
seeking	9.2698	0.0	0.0
seeds	8.8643	0.0	0.0
seed	9.2698	0.0	0.0
sediment	8.8643	0.0	0.0
sedation	9.2698	0.0	0.0
secondar	8.8643	0.0	0.0
security	9.2698	0.0	0.0
secure	9.2698	0.0	0.0
secular	9.2698	0.0	0.0
sector	8.8643	0.0	0.0
sectional	8.8643	0.0	0.0
secretin	9.2698	0.0	0.0
secrecy	9.2698	0.0	0.0
scoring	8.8643	0.0	0.0
score	8.8643	0.0	0.0
scoping	9.2698	0.0	0.0
satisfact	9.2698	0.0	0.0
sca	9.2698	0.0	0.0
sc2sepsis	9.2698	0.0	0.0
sc	8.1711	0.0	0.0
savings	9.2698	0.0	0.0
saving	8.8643	0.0	0.0
save	9.2698	0.0	0.0
satisfaction	8.5766	0.0	0.0
sata	9.2698	0.0	0.0
scalable	8.8643	0.0	0.0
sasbdb	8.8643	0.0	0.0
sars	7.478	0.0	0.0
sarcoma	9.2698	0.0	0.0
sar	9.2698	0.0	0.0
sandbox	9.2698	0.0	0.0
sampling	9.2698	0.0	0.0
salts	9.2698	0.0	0.0
scad	9.2698	0.0	0.0
scalar	9.2698	0.0	0.0
scope	8.8643	0.0	0.0
scheduling	8.8643	0.0	0.0
scleroderma	9.2698	0.0	0.0
scientific	9.2698	0.0	0.0
scienceqa	9.2698	0.0	0.0
science	8.1711	0.0	0.0
sci	9.2698	0.0	0.0
school	8.5766	0.0	0.0
schistoscope	9.2698	0.0	0.0
scenhancer	9.2698	0.0	0.0
scale	7.565	0.0	0.0
scenarios	9.2698	0.0	0.0
scenario	9.2698	0.0	0.0
scarcity	8.5766	0.0	0.0
scarc	8.8643	0.0	0.0
scanner	9.2698	0.0	0.0
scan	9.2698	0.0	0.0
scaling	8.3535	0.0	0.0
modulation	9.2698	0.0	0.0
lactate	8.8643	0.0	0.0
modomics	9.2698	0.0	0.0
conver	9.2698	0.0	0.0
coordinated	9.2698	0.0	0.0
cooperative	9.2698	0.0	0.0
coo	9.2698	0.0	0.0
convolutio	9.2698	0.0	0.0
convolu	9.2698	0.0	0.0
convol	9.2698	0.0	0.0
converting	9.2698	0.0	0.0
converged	9.2698	0.0	0.0
conventi	9.2698	0.0	0.0
contras	9.2698	0.0	0.0
contsonto	9.2698	0.0	0.0
controll	9.2698	0.0	0.0
control	8.017	0.0	0.0
contro	9.2698	0.0	0.0
contributions	9.2698	0.0	0.0
contribution	9.2698	0.0	0.0
contributing	9.2698	0.0	0.0
contrastive	9.2698	0.0	0.0
coordinating	9.2698	0.0	0.0
coordination	9.2698	0.0	0.0
cop26	9.2698	0.0	0.0
copd	9.2698	0.0	0.0
correla	9.2698	0.0	0.0
correl	9.2698	0.0	0.0
correcting	9.2698	0.0	0.0
correct	9.2698	0.0	0.0
corre	8.5766	0.0	0.0
corpus	8.8643	0.0	0.0
coronavirus	8.5766	0.0	0.0
coronavi	9.2698	0.0	0.0
coronary	9.2698	0.0	0.0
coronar	9.2698	0.0	0.0
coronal	9.2698	0.0	0.0
corona	9.2698	0.0	0.0
cornea	9.2698	0.0	0.0
cord	9.2698	0.0	0.0
coral	9.2698	0.0	0.0
coping	9.2698	0.0	0.0
copin	9.2698	0.0	0.0
contrast	9.2698	0.0	0.0
contradicting	9.2698	0.0	0.0
conf	8.3535	0.0	0.0
consensuspathdb	9.2698	0.0	0.0
constr	9.2698	0.0	0.0
consortium	9.2698	0.0	0.0
consistency	9.2698	0.0	0.0
consistenc	9.2698	0.0	0.0
conservation	9.2698	0.0	0.0
conserv	9.2698	0.0	0.0
consequenc	9.2698	0.0	0.0
consequ	9.2698	0.0	0.0
consensu	9.2698	0.0	0.0
contractor	9.2698	0.0	0.0
consen	9.2698	0.0	0.0
conse	8.8643	0.0	0.0
cons	9.2698	0.0	0.0
conopeptide	9.2698	0.0	0.0
connectivity	9.2698	0.0	0.0
congenitally	9.2698	0.0	0.0
congen	9.2698	0.0	0.0
conflict	8.3535	0.0	0.0
constrai	9.2698	0.0	0.0
constrained	8.5766	0.0	0.0
constraint	9.2698	0.0	0.0
constructing	8.8643	0.0	0.0
contra	8.8643	0.0	0.0
continuous	8.8643	0.0	0.0
continued	9.2698	0.0	0.0
contiguous	9.2698	0.0	0.0
contiguou	9.2698	0.0	0.0
context	8.8643	0.0	0.0
contemporary	8.1711	0.0	0.0
conte	9.2698	0.0	0.0
contaminat	9.2698	0.0	0.0
contami	9.2698	0.0	0.0
contact	9.2698	0.0	0.0
cont	8.5766	0.0	0.0
consumer	8.8643	0.0	0.0
consulting	9.2698	0.0	0.0
consultation	9.2698	0.0	0.0
constructivist	9.2698	0.0	0.0
construction	6.8719	0.0	0.0
correlati	9.2698	0.0	0.0
correlating	8.5766	0.0	0.0
correlations	9.2698	0.0	0.0
crowding	9.2698	0.0	0.0
csr	9.2698	0.0	0.0
crystal	8.8643	0.0	0.0
cryptographi	9.2698	0.0	0.0
cryptococcus	9.2698	0.0	0.0
cryptococcal	9.2698	0.0	0.0
cryopreservat	9.2698	0.0	0.0
crushed	9.2698	0.0	0.0
crus	9.2698	0.0	0.0
crowdgo	9.2698	0.0	0.0
correspond	9.2698	0.0	0.0
crosslinguistic	9.2698	0.0	0.0
croppol	9.2698	0.0	0.0
cropping	9.2698	0.0	0.0
critical	7.7657	0.0	0.0
critica	8.8643	0.0	0.0
critic	8.8643	0.0	0.0
criti	9.2698	0.0	0.0
criterion	9.2698	0.0	0.0
csurvival	9.2698	0.0	0.0
ct	8.8643	0.0	0.0
cumulative	9.2698	0.0	0.0
cura	9.2698	0.0	0.0
cyc	9.2698	0.0	0.0
cyanoomicsdb	9.2698	0.0	0.0
cyanobacteria	9.2698	0.0	0.0
cy	9.2698	0.0	0.0
cvp	9.2698	0.0	0.0
cutoff	9.2698	0.0	0.0
cuto	9.2698	0.0	0.0
cutaneous	8.8643	0.0	0.0
cust	9.2698	0.0	0.0
cus	9.2698	0.0	0.0
curriculum	9.2698	0.0	0.0
curren	9.2698	0.0	0.0
curre	9.2698	0.0	0.0
curing	9.2698	0.0	0.0
curbing	9.2698	0.0	0.0
curating	8.8643	0.0	0.0
curable	9.2698	0.0	0.0
criteria	8.3535	0.0	0.0
crisprdb	9.2698	0.0	0.0
crispr	9.2698	0.0	0.0
cove	9.2698	0.0	0.0
course	9.2698	0.0	0.0
coupling	9.2698	0.0	0.0
couple	9.2698	0.0	0.0
coup	9.2698	0.0	0.0
country	8.8643	0.0	0.0
counterterrorism	9.2698	0.0	0.0
cough	9.2698	0.0	0.0
cou	9.2698	0.0	0.0
cottonomics	9.2698	0.0	0.0
cottongvd	9.2698	0.0	0.0
cottongen	9.2698	0.0	0.0
cost	6.9672	0.0	0.0
cos	8.5766	0.0	0.0
corticoster	9.2698	0.0	0.0
corticoste	9.2698	0.0	0.0
cort	9.2698	0.0	0.0
correspondence	8.017	0.0	0.0
cov	7.565	0.0	0.0
covi	8.5766	0.0	0.0
crisis	8.8643	0.0	0.0
covid19	9.2698	0.0	0.0
cris	9.2698	0.0	0.0
criminal	9.2698	0.0	0.0
crime	9.2698	0.0	0.0
cri	9.2698	0.0	0.0
creb	9.2698	0.0	0.0
creatinine	9.2698	0.0	0.0
creating	8.1711	0.0	0.0
crc	9.2698	0.0	0.0
craniotomy	9.2698	0.0	0.0
cran	8.8643	0.0	0.0
crafting	9.2698	0.0	0.0
cracking	9.2698	0.0	0.0
cra	9.2698	0.0	0.0
cr	8.3535	0.0	0.0
cpmcp	9.2698	0.0	0.0
cox	9.2698	0.0	0.0
cow	9.2698	0.0	0.0
confidence	9.2698	0.0	0.0
condyloma	9.2698	0.0	0.0
ehealth	8.8643	0.0	0.0
cleft	9.2698	0.0	0.0
clinicopathologic	9.2698	0.0	0.0
clinician	8.8643	0.0	0.0
clinica	8.5766	0.0	0.0
clinic	8.1711	0.0	0.0
clin	8.1711	0.0	0.0
climatic	9.2698	0.0	0.0
climate	8.8643	0.0	0.0
cli	9.2698	0.0	0.0
clearing	9.2698	0.0	0.0
citrus	9.2698	0.0	0.0
cleaning	9.2698	0.0	0.0
cleanin	9.2698	0.0	0.0
cleaned	9.2698	0.0	0.0
clavicle	9.2698	0.0	0.0
classroom	9.2698	0.0	0.0
classifying	8.8643	0.0	0.0
classif	9.2698	0.0	0.0
clarify	9.2698	0.0	0.0
clinicopathological	8.017	0.0	0.0
clipping	8.8643	0.0	0.0
close	9.2698	0.0	0.0
closed	9.2698	0.0	0.0
coexisten	9.2698	0.0	0.0
codon	9.2698	0.0	0.0
codesigning	9.2698	0.0	0.0
codes	8.8643	0.0	0.0
coc	9.2698	0.0	0.0
coal	9.2698	0.0	0.0
coagulation	8.8643	0.0	0.0
cnidarian	9.2698	0.0	0.0
cms	9.2698	0.0	0.0
cmms	9.2698	0.0	0.0
clustering	8.5766	0.0	0.0
cluster	8.5766	0.0	0.0
clspn	9.2698	0.0	0.0
cloud	8.8643	0.0	0.0
clostridioides	8.8643	0.0	0.0
clostri	9.2698	0.0	0.0
closing	9.2698	0.0	0.0
city	9.2698	0.0	0.0
citizens	9.2698	0.0	0.0
conduct	9.2698	0.0	0.0
choledochal	9.2698	0.0	0.0
chromosomal	9.2698	0.0	0.0
chromoend	9.2698	0.0	0.0
chromat	9.2698	0.0	0.0
chro	9.2698	0.0	0.0
chordat	9.2698	0.0	0.0
chondrosarcoma	9.2698	0.0	0.0
chondracanthus	9.2698	0.0	0.0
cholelithiasis	9.2698	0.0	0.0
choledoch	9.2698	0.0	0.0
citi	9.2698	0.0	0.0
cholec	9.2698	0.0	0.0
choice	9.2698	0.0	0.0
choic	9.2698	0.0	0.0
cho	9.2698	0.0	0.0
chloroplast	9.2698	0.0	0.0
chiropractic	9.2698	0.0	0.0
chinese	8.1711	0.0	0.0
china	8.1711	0.0	0.0
chromosome	8.017	0.0	0.0
chron	9.2698	0.0	0.0
chroni	8.5766	0.0	0.0
chronic	7.8835	0.0	0.0
cit	9.2698	0.0	0.0
cistrome	9.2698	0.0	0.0
cispla	9.2698	0.0	0.0
circump	9.2698	0.0	0.0
circumference	8.8643	0.0	0.0
circular	9.2698	0.0	0.0
circu	9.2698	0.0	0.0
circnet	9.2698	0.0	0.0
circlebase	9.2698	0.0	0.0
circle	9.2698	0.0	0.0
circadian	9.2698	0.0	0.0
cigarette	9.2698	0.0	0.0
cicersptedb	9.2698	0.0	0.0
ciccone	9.2698	0.0	0.0
chylothora	9.2698	0.0	0.0
churg	9.2698	0.0	0.0
chunki	9.2698	0.0	0.0
coexistence	9.2698	0.0	0.0
coexisting	9.2698	0.0	0.0
coexpression	9.2698	0.0	0.0
complementary	9.2698	0.0	0.0
complicati	9.2698	0.0	0.0
complicated	9.2698	0.0	0.0
compliance	9.2698	0.0	0.0
compli	8.017	0.0	0.0
complexity	9.2698	0.0	0.0
completeness	9.2698	0.0	0.0
complete	7.6603	0.0	0.0
complet	9.2698	0.0	0.0
compl	8.017	0.0	0.0
coff	9.2698	0.0	0.0
competitive	8.8643	0.0	0.0
competition	8.5766	0.0	0.0
competencie	9.2698	0.0	0.0
compet	9.2698	0.0	0.0
compen	9.2698	0.0	0.0
compe	9.2698	0.0	0.0
compas	9.2698	0.0	0.0
compariso	8.8643	0.0	0.0
complicatio	9.2698	0.0	0.0
complication	8.8643	0.0	0.0
compodynamics	9.2698	0.0	0.0
compositi	9.2698	0.0	0.0
conditions	8.8643	0.0	0.0
conditional	8.8643	0.0	0.0
concurrent	9.2698	0.0	0.0
concu	9.2698	0.0	0.0
concerns	9.2698	0.0	0.0
concer	9.2698	0.0	0.0
concepts	9.2698	0.0	0.0
concentrations	9.2698	0.0	0.0
computin	9.2698	0.0	0.0
computer	9.2698	0.0	0.0
computational	8.3535	0.0	0.0
computable	9.2698	0.0	0.0
comput	9.2698	0.0	0.0
